type,epsilon,ari,ami,ch,sc
"KMeans(clusters=4, init=random)",0.1,0.3666388372967673,0.4202367227785264,452.4598984331027,0.20056021973547183
"OPTICS(min_samples=18, distance_metric=euclidean)",0.1,0.018623820363359862,0.01966849969425216,18.796319422114347,-0.16159605077086137
"KMeans(clusters=4, init=random)",0.5,0.5621331447228546,0.5592917469808482,491.89533605278365,0.2021974195020162
"OPTICS(min_samples=18, distance_metric=euclidean)",0.5,-0.02087239041847328,-0.0010959743594998047,22.519887941774442,-0.17215540329320336
"KMeans(clusters=4, init=random)",0.7,0.5103872068595907,0.5320603787233805,494.311138463088,0.19972957044456405
"OPTICS(min_samples=18, distance_metric=euclidean)",0.7,-0.02092649619122907,-0.0012958924271581958,21.149773087971926,-0.15742555355166649
"KMeans(clusters=4, init=random)",1.0,0.5576494109274585,0.5812662456202399,514.6590836465689,0.19940703859259473
"OPTICS(min_samples=18, distance_metric=euclidean)",1.0,-0.020104998326909845,-0.0008877523267264971,22.53478820819381,-0.19751780554453718
"KMeans(clusters=4, init=random)",1.5,0.6688403398075458,0.6620769952886147,520.1908727627707,0.1946733774856964
"OPTICS(min_samples=18, distance_metric=euclidean)",1.5,-0.020901203310909243,-0.0011622333398011793,21.48008920859045,-0.16827334936098445
"KMeans(clusters=4, init=random)",2.0,0.5833222988610085,0.5871173819555734,511.59678574966364,0.19566368491886724
"OPTICS(min_samples=18, distance_metric=euclidean)",2.0,-0.02091557820594287,-0.0011042228946557416,21.960246643941055,-0.15297177126451184
"KMeans(clusters=4, init=random)",2.5,0.5181742134917584,0.5501387212060104,502.5230860493293,0.19664163824719877
"OPTICS(min_samples=18, distance_metric=euclidean)",2.5,-0.020925306362191243,-0.001368386139455563,22.822447254985917,-0.22746540979070629
"KMeans(clusters=4, init=random)",3.0,0.7146870666337884,0.691039220948604,510.20607223363004,0.19135267425415828
"OPTICS(min_samples=18, distance_metric=euclidean)",3.0,-0.020856063175494967,-0.0011191146976240927,24.963161338974977,-0.140669108607184
"KMeans(clusters=4, init=random)",3.5,0.5581803142677138,0.5946562507029663,527.7159300241384,0.20305900259477588
"OPTICS(min_samples=18, distance_metric=euclidean)",3.5,-0.020902696926090068,-0.0009903874084158618,26.63214096910118,-0.12285083597127064
"KMeans(clusters=4, init=random)",5.0,0.6330325526709067,0.6159871973917546,508.7278407101406,0.20158365618577073
"OPTICS(min_samples=18, distance_metric=euclidean)",5.0,-0.02090633324070409,-0.0011912559517931426,24.283550404670144,-0.17161719506818557
"KMeans(clusters=4, init=random)",7.0,0.7641487902456144,0.7405455838155255,509.63359234412684,0.20064845732880543
"OPTICS(min_samples=18, distance_metric=euclidean)",7.0,-0.020781582835620174,-0.000868071895539645,25.3204318543354,-0.21623797423827207
"KMeans(clusters=4, init=random)",9.0,0.6957710937458778,0.6866452802476657,507.3164991704945,0.1942209775116277
"OPTICS(min_samples=18, distance_metric=euclidean)",9.0,-0.002582013476883551,0.004495147456667922,22.96214510032638,-0.16214274572405235
