epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run
0.1,0.39360192935168103,0.6962858153519632,[0.         0.69811321 1.        ],[0.         0.30451128 1.        ],0
0.1,0.3103844516952759,0.6906201536879889,[0.         0.56226415 1.        ],[0.        0.2518797 1.       ],1
0.1,0.30319194211944955,0.6523698169166714,[0.        0.6490566 1.       ],[0.         0.34586466 1.        ],2
0.1,0.671769045254646,0.9735015899046057,[0.         0.69056604 1.        ],[0.         0.01879699 1.        ],3
0.1,0.34421903816144134,0.7205657770343975,[0.         0.56226415 1.        ],[0.         0.21804511 1.        ],4
0.1,0.27680522059866647,0.6407142445047019,[0.         0.63018868 1.        ],[0.         0.35338346 1.        ],5
0.1,0.35230529153071355,0.6639987320706869,[0.         0.71320755 1.        ],[0.         0.36090226 1.        ],6
0.1,0.17149950347567028,0.5804228369190649,[0.         0.61886792 1.        ],[0.         0.44736842 1.        ],7
0.1,0.3518229536104412,0.7150537634408601,[0.         0.58490566 1.        ],[0.         0.23308271 1.        ],8
0.1,0.2314938289119024,0.6253726297673561,[0.         0.57735849 1.        ],[0.         0.34586466 1.        ],9
0.1,0.31086678961554826,0.6452288482695544,[0.         0.69056604 1.        ],[0.         0.37969925 1.        ],10
0.1,0.22759256632146402,0.6336181766694984,[0.         0.53962264 1.        ],[0.         0.31203008 1.        ],11
0.1,0.1978011065399347,0.5957978920753576,[0.         0.61509434 1.        ],[0.         0.41729323 1.        ],12
0.1,0.2578238047950064,0.6425322332716378,[0.         0.58113208 1.        ],[0.         0.32330827 1.        ],13
0.1,0.6491700950489431,0.9576,[0.         0.67924528 1.        ],[0.         0.03007519 1.        ],14
0.1,0.31839977301744926,0.6487460898149621,[0.         0.69433962 1.        ],[0.         0.37593985 1.        ],15
0.1,0.3479358774294226,0.7307417303277762,[0.        0.5509434 1.       ],[0.         0.20300752 1.        ],16
0.1,0.5473684210526315,0.9193548387096774,[0.  0.6 1. ],[0.         0.05263158 1.        ],17
0.1,0.2768903390551851,0.6345734852036736,[0.         0.65283019 1.        ],[0.         0.37593985 1.        ],18
0.1,0.38198326003688465,0.7292510983210162,[0.         0.60754717 1.        ],[0.         0.22556391 1.        ],19
0.1,0.29526173925379484,0.6883086332627617,[0.         0.53962264 1.        ],[0.        0.2443609 1.       ],20
0.1,0.4497517378351539,0.7748513169073916,[0.         0.63396226 1.        ],[0.         0.18421053 1.        ],21
0.1,0.26564051638530284,0.6258823529411764,[0.         0.66037736 1.        ],[0.         0.39473684 1.        ],22
0.1,0.2767626613704071,0.6440012400537356,[0.         0.61886792 1.        ],[0.         0.34210526 1.        ],23
0.1,0.32935168108951624,0.6859183804215517,[0.         0.60754717 1.        ],[0.         0.27819549 1.        ],24
0.1,0.25063129521918,0.615475116671242,[0.         0.66792453 1.        ],[0.         0.41729323 1.        ],25
0.1,0.3028230954745354,0.6894862053048326,[0.        0.5509434 1.       ],[0.        0.2481203 1.       ],26
0.1,0.3483330968931763,0.6805069544505543,[0.         0.65660377 1.        ],[0.         0.30827068 1.        ],27
0.1,0.4272520924953894,0.745304380406275,[0.        0.6490566 1.       ],[0.         0.22180451 1.        ],28
0.1,0.40854021847070504,0.7185043552156363,[0.         0.67169811 1.        ],[0.         0.26315789 1.        ],29
0.1,0.40427010923535256,0.8028567177503348,[0.         0.53584906 1.        ],[0.         0.13157895 1.        ],30
0.1,0.3969782947935877,0.7495229433060474,[0.         0.59622642 1.        ],[0.         0.19924812 1.        ],31
0.1,0.42720953326713007,0.7518145633341138,[0.         0.63773585 1.        ],[0.         0.21052632 1.        ],32
0.1,0.2956873315363881,0.6463837736856152,[0.         0.65283019 1.        ],[0.         0.35714286 1.        ],33
0.1,0.2994041708043694,0.652195860676426,[0.         0.64150943 1.        ],[0.         0.34210526 1.        ],34
0.1,0.3367853596254788,0.7021457765667576,[0.         0.58490566 1.        ],[0.        0.2481203 1.       ],35
0.1,0.34060150375939846,0.6981627296587927,[0.  0.6 1. ],[0.        0.2593985 1.       ],36
0.1,0.29567314512696835,0.6474767201607653,[0.        0.6490566 1.       ],[0.         0.35338346 1.        ],37
0.1,0.2988792736558377,0.7120028980840444,[0.         0.50188679 1.        ],[0.         0.20300752 1.        ],38
0.1,0.30323450134770885,0.6490066225165563,[0.         0.66037736 1.        ],[0.         0.35714286 1.        ],39
0.1,0.4419775854731167,0.8202281837804501,[0.         0.56603774 1.        ],[0.         0.12406015 1.        ],40
0.1,0.21296637820967512,0.5981279088009204,[0.        0.6490566 1.       ],[0.         0.43609023 1.        ],41
0.1,0.20896581075329834,0.6087405876273438,[0.         0.58490566 1.        ],[0.         0.37593985 1.        ],42
0.1,0.34061569016881826,0.6964490263459335,[0.         0.60377358 1.        ],[0.         0.26315789 1.        ],43
0.1,0.32183288409703503,0.68014484007242,[0.         0.60754717 1.        ],[0.         0.28571429 1.        ],44
0.1,0.32933749468009643,0.6875050480575075,[0.         0.60377358 1.        ],[0.         0.27443609 1.        ],45
0.1,0.24328273513973608,0.6028129833691052,[0.         0.71320755 1.        ],[0.         0.46992481 1.        ],46
0.1,0.28073485600794434,0.6311589496149207,[0.        0.6754717 1.       ],[0.         0.39473684 1.        ],47
0.1,0.47558518938856575,0.9438618790382375,[0.         0.50566038 1.        ],[0.         0.03007519 1.        ],48
0.1,0.18653709746063268,0.5887258937367575,[0.         0.61886792 1.        ],[0.         0.43233083 1.        ],49
0.5,0.3901262590438361,0.6685875429131928,[0.         0.77358491 1.        ],[0.         0.38345865 1.        ],0
0.5,0.14853170662505322,0.5853300733496333,[0.         0.50943396 1.        ],[0.         0.36090226 1.        ],1
0.5,0.20553269967371257,0.5903151805306204,[0.         0.67169811 1.        ],[0.         0.46616541 1.        ],2
0.5,0.10744786494538233,0.5509320278666917,[0.         0.58113208 1.        ],[0.         0.47368421 1.        ],3
0.5,0.31109377216626477,0.6306246202599507,[0.        0.7509434 1.       ],[0.         0.43984962 1.        ],4
0.5,0.23562207405305713,0.605629682392297,[0.        0.6754717 1.       ],[0.         0.43984962 1.        ],5
0.5,0.27674847496098737,0.6451315319604809,[0.         0.61509434 1.        ],[0.         0.33834586 1.        ],6
0.5,0.306894594978011,0.659669633762898,[0.         0.63396226 1.        ],[0.         0.32706767 1.        ],7
0.5,0.26934316924386437,0.6318728641680327,[0.         0.64528302 1.        ],[0.         0.37593985 1.        ],8
0.5,0.3184707050645481,0.6437214304920678,[0.         0.71320755 1.        ],[0.         0.39473684 1.        ],9
0.5,0.34840402894027517,0.6737607720499795,[0.        0.6754717 1.       ],[0.         0.32706767 1.        ],10
0.5,0.34054475812171936,0.7053288854674535,[0.         0.58490566 1.        ],[0.        0.2443609 1.       ],11
0.5,0.33714001986097314,0.6650461837627613,[0.         0.67924528 1.        ],[0.         0.34210526 1.        ],12
0.5,0.34105546886083127,0.6549612612961029,[0.         0.72075472 1.        ],[0.         0.37969925 1.        ],13
0.5,0.3111221449851043,0.6290043646545335,[0.         0.75849057 1.        ],[0.         0.44736842 1.        ],14
0.5,0.19052347850758972,0.5815620065589701,[0.         0.67924528 1.        ],[0.        0.4887218 1.       ],15
0.5,0.2577670591573273,0.6474119746876522,[0.         0.56603774 1.        ],[0.         0.30827068 1.        ],16
0.5,0.20154631862675554,0.5986912485933006,[0.         0.61132075 1.        ],[0.         0.40977444 1.        ],17
0.5,0.22010214214782237,0.6258823529411764,[0.         0.54716981 1.        ],[0.         0.32706767 1.        ],18
0.5,0.29917718825365297,0.6733181018754417,[0.         0.58113208 1.        ],[0.         0.28195489 1.        ],19
0.5,0.24305575258901968,0.6143679158378169,[0.         0.65283019 1.        ],[0.         0.40977444 1.        ],20
0.5,0.3522059866647751,0.6724169062599831,[0.         0.68679245 1.        ],[0.         0.33458647 1.        ],21
0.5,0.2921832884097035,0.6271106941838649,[0.         0.72075472 1.        ],[0.         0.42857143 1.        ],22
0.5,0.29555965385161015,0.6568494594513204,[0.         0.61886792 1.        ],[0.         0.32330827 1.        ],23
0.5,0.28438076322882677,0.6413163014973352,[0.         0.64528302 1.        ],[0.         0.36090226 1.        ],24
0.5,0.25441906653426016,0.6160115921028798,[0.        0.6754717 1.       ],[0.         0.42105263 1.        ],25
0.5,0.19048091927933036,0.5831527056987503,[0.         0.66792453 1.        ],[0.         0.47744361 1.        ],26
0.5,0.27667754291388846,0.651061918113798,[0.         0.59622642 1.        ],[0.         0.31954887 1.        ],27
0.5,0.34400624202014474,0.7577542039584175,[0.         0.50566038 1.        ],[0.         0.16165414 1.        ],28
0.5,0.30306426443467155,0.663443147215889,[0.         0.61509434 1.        ],[0.         0.31203008 1.        ],29
0.5,0.34840402894027517,0.6737607720499795,[0.        0.6754717 1.       ],[0.         0.32706767 1.        ],30
0.5,0.31098028089090646,0.6375374885495225,[0.         0.72075472 1.        ],[0.         0.40977444 1.        ],31
0.5,0.24688608313235916,0.6125781118600649,[0.         0.67169811 1.        ],[0.         0.42481203 1.        ],32
0.5,0.3519790041140587,0.6953591282027054,[0.         0.62641509 1.        ],[0.         0.27443609 1.        ],33
0.5,0.38972903958008226,0.7059617345408745,[0.         0.66792453 1.        ],[0.         0.27819549 1.        ],34
0.5,0.2955312810327706,0.6593830334190232,[0.         0.61132075 1.        ],[0.         0.31578947 1.        ],35
0.5,0.3260604341041282,0.6432489030714,[0.         0.73207547 1.        ],[0.         0.40601504 1.        ],36
