type,epsilon,ari,ami,ch,sc
"KMeans(clusters=4, init=random)",0.1,-0.0015785268138599324,-0.0002821367450932512,57.80359270606518,0.23415742715934013
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.1,-0.0034176086380178832,-0.005755379766507224,52.844573565713475,0.2550701690787324
"OPTICS(min_samples=6, distance_metric=euclidean)",0.1,-0.00892339064386255,-0.0033159591675665317,1.3741898283437202,-0.32941013805378094
"KMeans(clusters=4, init=random)",0.5,0.11920388864264675,0.11623463042508415,62.17912222892998,0.24406631610727264
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.5,0.047648895024188835,0.107699416564256,59.00441009412965,0.25720668501756766
"OPTICS(min_samples=6, distance_metric=euclidean)",0.5,-0.00642754108017171,-0.009856473406908912,1.9461989603267384,-0.24637671398598457
"KMeans(clusters=4, init=random)",0.7,0.1985201783891946,0.22346357948054063,87.11402508428533,0.25619878223556125
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.7,0.09425757659533948,0.19886700089249248,60.1385323260367,0.24031415839702225
"OPTICS(min_samples=6, distance_metric=euclidean)",0.7,-0.006766920643218,0.015847150434818,2.741805731216847,-0.328142193075999
"KMeans(clusters=4, init=random)",1.0,0.24701845334275457,0.2694105498050239,87.98940116503806,0.2527948997742193
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",1.0,0.11590257879656159,0.2298414773425379,59.27779632286139,0.2606762995307726
"OPTICS(min_samples=6, distance_metric=euclidean)",1.0,0.0006208239951660428,0.039676842176287266,9.729811238854364,-0.17764986739118063
"KMeans(clusters=4, init=random)",1.5,0.34420914771896494,0.39073531933023503,122.37448714835216,0.2985381392790611
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",1.5,0.13635624759378875,0.2729486825441073,80.4822270310103,0.2622211251434374
"OPTICS(min_samples=6, distance_metric=euclidean)",1.5,-0.005240185834646969,0.0567839116887167,10.733327823695092,-0.22613194291661026
"KMeans(clusters=4, init=random)",2.0,0.299764860952749,0.37306925085512743,152.20293087667048,0.319791990079928
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",2.0,0.14566528709963225,0.31697733303904985,103.7028648548935,0.2662276726654266
"OPTICS(min_samples=6, distance_metric=euclidean)",2.0,0.02343444565421931,0.07556540369621222,12.354789855076252,-0.24747831473528842
"KMeans(clusters=4, init=random)",2.5,0.3491724810476401,0.4336478762103487,182.54021582011424,0.33994978523102704
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",2.5,0.1986226611226611,0.378677924372346,138.3606434473775,0.3100033438137862
"OPTICS(min_samples=6, distance_metric=euclidean)",2.5,0.01547509748352405,0.09846463538576292,8.566513643733629,-0.24491009080899345
"KMeans(clusters=4, init=random)",3.0,0.4230162304683418,0.5152339542315449,217.3254839494855,0.351975794634782
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",3.0,0.23000127280932156,0.4157462511773827,153.328662023591,0.2914208907144754
"OPTICS(min_samples=6, distance_metric=euclidean)",3.0,0.006127309764829272,0.09637636805038267,11.851700442415305,-0.2385888938873899
"KMeans(clusters=4, init=random)",3.5,0.4326927722776074,0.5257050275365875,204.22317317485087,0.32813863771489177
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",3.5,0.24154933775229193,0.4462087749734094,159.4945602182601,0.28581904693103016
"OPTICS(min_samples=6, distance_metric=euclidean)",3.5,0.05665645207906953,0.16542714042465095,16.2766160003219,-0.11686906416283452
"KMeans(clusters=4, init=random)",5.0,0.49427880607653496,0.5427131006740572,239.03463522765247,0.3650978770043405
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",5.0,0.2714005992653075,0.4674677173518626,201.02588573604947,0.2981509432974612
"OPTICS(min_samples=6, distance_metric=euclidean)",5.0,0.03366399195195767,0.10607373454845799,8.861562153675774,-0.29170372632369806
"KMeans(clusters=4, init=random)",7.0,0.47295813507401113,0.5714450768621553,349.95786053660885,0.3792783359830387
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",7.0,0.33037375588706125,0.541705036177399,272.74604125954664,0.3034219734274958
"OPTICS(min_samples=6, distance_metric=euclidean)",7.0,0.07694160998771213,0.19887014278501763,25.66463985937856,-0.22296964599970828
"KMeans(clusters=4, init=random)",9.0,0.4786390872742195,0.607492279189712,432.5575147295548,0.41010712519922843
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",9.0,0.30583747608863715,0.522597517725415,335.53955833493177,0.3141602045499948
"OPTICS(min_samples=6, distance_metric=euclidean)",9.0,0.05292381872528149,0.16850437371427346,12.939869302769363,-0.23978357790990806
