type,epsilon,ari,ami,ch,sc
"KMeans(clusters=4, init=random)",0.1,-0.0034881030398695805,-0.002970544810709683,27.9177800923495,0.12632771185709227
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.1,0.007333238365749702,0.007143279079304161,14.887541336366388,0.1231754955789212
"OPTICS(min_samples=4, distance_metric=euclidean)",0.1,0.012338774181134275,-0.0015157235637006555,4.145178256560728,0.042524937819887844
"KMeans(clusters=4, init=random)",0.5,0.015998599335549663,0.01503125189830316,27.643649770037616,0.1257601992863418
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.5,0.011997527778221686,0.022252611343150052,15.388102518393477,0.13255287288971535
"OPTICS(min_samples=4, distance_metric=euclidean)",0.5,-0.06159346719043599,-0.013863850119818156,5.080056623327317,-0.1307709668240586
"KMeans(clusters=4, init=random)",0.7,0.018340910889363366,0.019300649722073994,25.540428625511076,0.11873105498816476
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.7,-0.00010550138202656857,0.0010834249773734451,13.70204145968913,0.1263155552221604
"OPTICS(min_samples=4, distance_metric=euclidean)",0.7,-0.06781338736761353,-0.022183185417422972,3.0763293932042197,-0.176191337427623
"KMeans(clusters=4, init=random)",1.0,0.04556683839363291,0.04708634505677651,25.513373533983135,0.1148444903021463
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",1.0,0.01737147516534957,0.03740130718229805,15.205441511303068,0.12238487891706014
"OPTICS(min_samples=4, distance_metric=euclidean)",1.0,0.03762109311813656,0.03265608855479746,3.8243851330734513,-0.16947151908164398
"KMeans(clusters=4, init=random)",1.5,0.1282077419511331,0.13684927007809627,27.970201038039722,0.12134922217029927
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",1.5,0.019309074447369574,0.05765375122465214,14.031068526981823,0.11664076002590332
"OPTICS(min_samples=4, distance_metric=euclidean)",1.5,0.00614239486838549,-0.0031945634939279837,1.4715054429025831,-0.24681123418798814
"KMeans(clusters=4, init=random)",2.0,0.24628906192487832,0.26201886685328024,35.05787204419646,0.13706094683461345
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",2.0,0.07996391084228303,0.16893956926752346,17.650722850191897,0.13863841357764464
"OPTICS(min_samples=4, distance_metric=euclidean)",2.0,-0.006591213167472583,-0.004828762278251947,3.317086134906657,-0.2187824288145955
"KMeans(clusters=4, init=random)",2.5,0.28489606441273446,0.3123705109350651,40.104253508728405,0.15031461522793538
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",2.5,0.11520955611916976,0.22997684755555,18.5384513243444,0.13863180058265673
"OPTICS(min_samples=4, distance_metric=euclidean)",2.5,-0.024998826381299806,-0.012062240481615274,5.327106181567728,-0.17772885016466416
"KMeans(clusters=4, init=random)",3.0,0.4474006232040697,0.4376710089557312,58.04983436654178,0.1922544613790454
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",3.0,0.21571470310199264,0.3392034662087654,26.773995547358037,0.13802567322379497
"OPTICS(min_samples=4, distance_metric=euclidean)",3.0,-0.03955449844728064,0.038837270909527,5.244953671801211,-0.24545094205165402
"KMeans(clusters=4, init=random)",3.5,0.42843356947883526,0.46915494204200614,72.50670730767226,0.1946342329911131
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",3.5,0.20895188606700862,0.36293112286868234,32.99341814145107,0.15873182642911893
"OPTICS(min_samples=4, distance_metric=euclidean)",3.5,0.06559555285987798,0.05804759998405355,5.394872882779135,-0.2929939751910204
"KMeans(clusters=4, init=random)",5.0,0.6214162954313194,0.6399680820130536,107.26622786185422,0.24473751474557165
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",5.0,0.37038192616481813,0.5171902249124948,45.874209972354926,0.1773607869889904
"OPTICS(min_samples=4, distance_metric=euclidean)",5.0,0.21985145504645268,0.18506934003475353,7.641011160476357,-0.28034091745808637
"KMeans(clusters=4, init=random)",7.0,0.885457645544727,0.872434084239185,177.63880790498172,0.3098152034129756
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",7.0,0.4970432912240577,0.6378436011387673,94.16506005610856,0.219589270308644
"OPTICS(min_samples=4, distance_metric=euclidean)",7.0,0.16395257049284173,0.255830475623798,6.165846566840862,-0.28119081838608523
"KMeans(clusters=4, init=random)",9.0,0.8707142051598037,0.8622996912820076,181.60042006143678,0.32108789158746154
"AffinityPropagation(damping=0.5, distance_metric=euclidean)",9.0,0.5295637025913857,0.6767507160580822,110.53554619774812,0.24004044770357286
"OPTICS(min_samples=4, distance_metric=euclidean)",9.0,0.6217896580103492,0.6335811449711504,9.415177795493351,-0.32301858508883985
