type,dimensions,ari,ami,ch,sc
nd-piecewise,4,-0.00011218976299503338,-0.0003110941942285118,474.432181758174,0.1937758178713212
nd-piecewise,5,0.00011076713252200763,0.0008321850085429488,338.2381089115339,0.15014890740043654
nd-piecewise,6,0.00029913453020271794,0.000597660765018938,261.8373219691822,0.11997832838648392
nd-piecewise,7,0.0006271480893778722,0.0005882284790818045,213.35132177902202,0.1014647643772694
nd-piecewise,8,5.094086352864699e-06,0.00010554451798414786,181.31879338286348,0.08690638726928576
nd-piecewise,9,2.9438998382962146e-06,5.946155557026135e-05,158.1295618089422,0.07700285897398197
nd-laplace,4,0.05865210503099268,0.0968423406501687,602.1089576941915,0.21643588165165434
nd-laplace,5,0.23052860699396457,0.3040592155871575,521.6936226577537,0.21250668269484457
nd-laplace,6,0.29891300527298237,0.3436034518844253,466.907815982266,0.18557223330612696
nd-laplace,7,0.5119432546216833,0.5563056408773643,531.2202966223851,0.2157417445914948
nd-laplace,8,0.4397887549086721,0.4769289018675541,470.48420926082633,0.20484216979111175
nd-laplace,9,0.4148926991361928,0.47776362921552307,488.23906797312446,0.2135693383157209
nd-laplace-truncated,4,0.031099646318646763,0.05951161581906651,536.2021288834625,0.20984811114347685
nd-laplace-truncated,5,0.23113628677833614,0.299282404217672,508.90717022870905,0.20831606326573646
nd-laplace-truncated,6,0.30191665266337653,0.34142578318566513,451.1871806942642,0.1835526864492843
nd-laplace-truncated,7,0.5241947707283214,0.5587045297939183,521.2428764114957,0.21006078775592915
nd-laplace-truncated,8,0.4318723818202085,0.47624810397474643,476.0150554439832,0.2058155961945412
nd-laplace-truncated,9,0.44490380110015615,0.48310291286793366,491.6284058635687,0.20285716198350032
nd-laplace-optimal-truncated,4,0.03732745115677405,0.059865014723021914,746.1350363519546,0.45616371624615343
nd-laplace-optimal-truncated,5,0.19068108744721984,0.24052109168055127,603.2320911573909,0.3739105066185954
nd-laplace-optimal-truncated,6,0.2715307683352604,0.2964592366389518,484.21761308163434,0.2921008490926439
nd-laplace-optimal-truncated,7,0.48813582519644,0.5001178143440707,551.9196840320416,0.2684779415297805
nd-laplace-optimal-truncated,8,0.40461337891974913,0.42999526545533395,465.2996062377671,0.2275018553966978
nd-laplace-optimal-truncated,9,0.35375480251145824,0.3991948859068408,460.3947632486214,0.19901072322695973
