type,dimensions,ari,ami,ch,sc
nd-piecewise,4,0.44077649028833293,0.3398142144352434,758.3096430628552,0.28444536060233827
nd-piecewise,5,0.3514819347524793,0.2874644012229542,530.6992970740996,0.2695768447679757
nd-piecewise,6,0.492328320337012,0.40232523449860363,448.65782462138793,0.2372330706245586
nd-piecewise,7,0.4278374467891865,0.3666538588496919,459.7429739638019,0.2345327545493221
nd-piecewise,8,0.4112189340447493,0.3782990479364249,415.9010463758511,0.18902028014171546
nd-piecewise,9,0.4284938330468123,0.40144873351724614,395.87635489980875,0.16990720190528202
nd-laplace,4,0.830347949916493,0.7867429234140724,752.0402430213372,0.28225269255235164
nd-laplace,5,0.7585057635974592,0.739786296098777,595.7998280852341,0.2743568133134798
nd-laplace,6,0.6861685951534968,0.7117570050583868,541.3605257470153,0.2438013825099805
nd-laplace,7,0.6167281593669275,0.6579945691776615,583.420585264989,0.2439535652519414
nd-laplace,8,0.652468287930143,0.6865688241392103,535.0234348706892,0.21462898728068636
nd-laplace,9,0.7023650780041542,0.7314655913812003,538.8208885610709,0.20801022773814873
nd-laplace-truncated,4,0.7956650648716125,0.7575464429264198,725.8533419005221,0.2803134957877733
nd-laplace-truncated,5,0.5991237016016183,0.6354093217070604,547.2000097913385,0.25637407862228856
nd-laplace-truncated,6,0.8104714561798643,0.7980866461614708,550.1818498736745,0.25019235808232987
nd-laplace-truncated,7,0.6404044596444649,0.6638563923211158,574.6926525376635,0.23780241518994524
nd-laplace-truncated,8,0.574896262722113,0.6122746498622446,539.8375191874335,0.2189037587300166
nd-laplace-truncated,9,0.7658816070393396,0.7808941881465443,555.6504289349325,0.21982085242396074
nd-laplace-optimal-truncated,4,0.5228659271842043,0.5215643468961297,744.5019846412804,0.29190729052037045
nd-laplace-optimal-truncated,5,0.566068716466486,0.5487186908207493,611.028798106918,0.27559981950261403
nd-laplace-optimal-truncated,6,0.7411560972683051,0.697416714475724,570.9499565833056,0.25592881875426077
nd-laplace-optimal-truncated,7,0.5895443519148637,0.601208368431712,590.1839743407553,0.25020310108780963
nd-laplace-optimal-truncated,8,0.6203739835537958,0.6294154567171214,516.2617614162812,0.21092014534855594
nd-laplace-optimal-truncated,9,0.6405514838100321,0.6310761169693463,513.8426029306767,0.2193606712416341
