type,dimensions,ari,ami,ch,sc
nd-piecewise,4,0.05754953100434708,0.037091161727337105,716.1111977325951,0.3524737919746704
nd-piecewise,5,0.08200794646167653,0.04540736913759536,493.8902924531305,0.2847902462049837
nd-piecewise,6,0.14479963516035568,0.10345027069986654,377.9159393439428,0.1966214556162215
nd-piecewise,7,0.19387345634709413,0.15917834350439064,355.182786573147,0.19301017829122152
nd-piecewise,8,0.16558496925750735,0.14257666569600275,299.8389169222299,0.1679804542804836
nd-piecewise,9,0.1948599731157006,0.16816757998872628,266.1199582218898,0.1574520266283472
nd-laplace,4,0.7030949679734382,0.6619294865142528,692.6360262296807,0.27653610477170754
nd-laplace,5,0.6787508102357782,0.6759316603149192,623.2293639148271,0.2687389766791619
nd-laplace,6,0.7793685649038469,0.7577415771371468,545.9002148297861,0.2455287300585748
nd-laplace,7,0.600043776173337,0.6497169525865416,580.5549125137001,0.23732903983293308
nd-laplace,8,0.7349493418977213,0.7489073916547608,531.6950055743594,0.2197401516588092
nd-laplace,9,0.6147719979796947,0.6437340158324495,544.4588070086759,0.22079750095933562
nd-laplace-truncated,4,0.7802590510516463,0.7248370992656141,739.6055369873196,0.276107154887621
nd-laplace-truncated,5,0.7234961007852794,0.7000737841256244,601.7810694248038,0.2679454759048982
nd-laplace-truncated,6,0.687914161930087,0.6898058786242346,535.9098318211338,0.23789457767508634
nd-laplace-truncated,7,0.5871276202343217,0.6106777130194088,588.950765068722,0.23686403118002483
nd-laplace-truncated,8,0.7373566694630048,0.745331975559919,528.7091149801428,0.21605230736121145
nd-laplace-truncated,9,0.8389580680548228,0.8266054961560201,542.3703624998197,0.19729456627593284
nd-laplace-optimal-truncated,4,0.5411314885311318,0.5262866250489862,752.8969584130781,0.2819854418271842
nd-laplace-optimal-truncated,5,0.5396984496539673,0.5386620368066414,605.6459981983423,0.2677388781371123
nd-laplace-optimal-truncated,6,0.589630832681274,0.5997703698152957,542.3647907660719,0.23692175074365482
nd-laplace-optimal-truncated,7,0.6246822717552308,0.6233245553606869,570.0983203775739,0.23581017825989506
nd-laplace-optimal-truncated,8,0.5367016923820923,0.5471336727101219,518.8568357487485,0.21809101867679814
nd-laplace-optimal-truncated,9,0.6371284768353692,0.6396027211829058,503.42390862968995,0.19653888725299493
