epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run
0.1,0.216,0.6956521739130435,[0.    0.384 1.   ],[0.    0.168 1.   ],0
0.1,0.288,1.0,[0.    0.288 1.   ],[0. 0. 1.],1
0.1,0.392,1.0,[0.    0.392 1.   ],[0. 0. 1.],2
0.1,-0.504,0.311377245508982,[0.    0.416 1.   ],[0.   0.92 1.  ],3
0.1,0.24,0.6923076923076923,[0.    0.432 1.   ],[0.    0.192 1.   ],4
0.1,-0.5599999999999999,0.24637681159420288,[0.    0.272 1.   ],[0.    0.832 1.   ],5
0.1,-0.264,0.4126984126984127,[0.    0.624 1.   ],[0.    0.888 1.   ],6
0.1,0.02400000000000002,0.5194805194805195,[0.   0.32 1.  ],[0.    0.296 1.   ],7
0.1,0.304,0.8518518518518519,[0.    0.368 1.   ],[0.    0.064 1.   ],8
0.1,0.11200000000000002,0.6590909090909092,[0.    0.232 1.   ],[0.   0.12 1.  ],9
0.1,-0.6000000000000001,0.25806451612903225,[0.   0.32 1.  ],[0.   0.92 1.  ],10
0.1,0.352,0.9583333333333333,[0.    0.368 1.   ],[0.    0.016 1.   ],11
0.1,0.264,1.0,[0.    0.264 1.   ],[0. 0. 1.],12
0.1,0.34400000000000003,0.7945205479452054,[0.    0.464 1.   ],[0.   0.12 1.  ],13
0.1,-0.21599999999999997,0.40939597315436244,[0.    0.488 1.   ],[0.    0.704 1.   ],14
0.1,0.352,0.8548387096774194,[0.    0.424 1.   ],[0.    0.072 1.   ],15
0.1,-0.392,0.36464088397790057,[0.    0.528 1.   ],[0.   0.92 1.  ],16
0.1,0.11199999999999999,0.553030303030303,[0.    0.584 1.   ],[0.    0.472 1.   ],17
0.1,0.552,1.0,[0.    0.552 1.   ],[0. 0. 1.],18
0.1,-0.496,0.3037974683544304,[0.    0.384 1.   ],[0.   0.88 1.  ],19
0.1,-0.528,0.29878048780487804,[0.    0.392 1.   ],[0.   0.92 1.  ],20
0.1,0.408,1.0,[0.    0.408 1.   ],[0. 0. 1.],21
0.1,-0.376,0.36723163841807915,[0.   0.52 1.  ],[0.    0.896 1.   ],22
0.1,0.264,0.7796610169491526,[0.    0.368 1.   ],[0.    0.104 1.   ],23
0.1,-0.616,0.27745664739884396,[0.    0.384 1.   ],[0. 1. 1.],24
0.1,0.392,1.0,[0.    0.392 1.   ],[0. 0. 1.],25
0.1,0.448,1.0,[0.    0.448 1.   ],[0. 0. 1.],26
0.1,0.368,0.8194444444444444,[0.    0.472 1.   ],[0.    0.104 1.   ],27
0.1,0.552,1.0,[0.    0.552 1.   ],[0. 0. 1.],28
0.1,0.16000000000000003,0.5833333333333334,[0.   0.56 1.  ],[0.  0.4 1. ],29
0.1,0.416,1.0,[0.    0.416 1.   ],[0. 0. 1.],30
0.1,0.03199999999999997,0.520408163265306,[0.    0.408 1.   ],[0.    0.376 1.   ],31
0.1,-0.19199999999999995,0.43333333333333335,[0.    0.624 1.   ],[0.    0.816 1.   ],32
0.1,-0.35200000000000004,0.3253968253968254,[0.    0.328 1.   ],[0.   0.68 1.  ],33
0.1,0.11200000000000004,0.57,[0.    0.456 1.   ],[0.    0.344 1.   ],34
0.1,0.304,0.7968749999999999,[0.    0.408 1.   ],[0.    0.104 1.   ],35
0.1,0.376,1.0,[0.    0.376 1.   ],[0. 0. 1.],36
0.1,0.52,0.9333333333333332,[0.   0.56 1.  ],[0.   0.04 1.  ],37
0.1,0.552,1.0,[0.    0.552 1.   ],[0. 0. 1.],38
0.1,0.392,0.888888888888889,[0.    0.448 1.   ],[0.    0.056 1.   ],39
0.1,0.02400000000000002,0.52,[0.    0.312 1.   ],[0.    0.288 1.   ],40
0.1,0.392,0.8266666666666667,[0.    0.496 1.   ],[0.    0.104 1.   ],41
0.1,-0.536,0.2893081761006289,[0.    0.368 1.   ],[0.    0.904 1.   ],42
0.1,0.184,0.632183908045977,[0.   0.44 1.  ],[0.    0.256 1.   ],43
0.1,-0.64,0.20588235294117646,[0.    0.224 1.   ],[0.    0.864 1.   ],44
0.1,0.544,1.0,[0.    0.544 1.   ],[0. 0. 1.],45
0.1,0.368,0.8194444444444444,[0.    0.472 1.   ],[0.    0.104 1.   ],46
0.1,0.328,1.0,[0.    0.328 1.   ],[0. 0. 1.],47
0.1,0.336,0.7386363636363638,[0.   0.52 1.  ],[0.    0.184 1.   ],48
0.1,0.344,1.0,[0.    0.344 1.   ],[0. 0. 1.],49
0.5,-0.184,0.41353383458646614,[0.   0.44 1.  ],[0.    0.624 1.   ],0
0.5,0.19999999999999998,0.6506024096385542,[0.    0.432 1.   ],[0.    0.232 1.   ],1
0.5,0.13599999999999998,0.6133333333333334,[0.    0.368 1.   ],[0.    0.232 1.   ],2
0.5,0.248,0.6962025316455697,[0.   0.44 1.  ],[0.    0.192 1.   ],3
0.5,-0.12000000000000005,0.4358974358974359,[0.    0.408 1.   ],[0.    0.528 1.   ],4
