epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run
0.1,0.2316073201872606,0.6177480310417448,[0.         0.60754717 1.        ],[0.         0.37593985 1.        ],0
0.1,0.2958008228117463,0.6381940854442545,[0.         0.68301887 1.        ],[0.         0.38721805 1.        ],1
0.1,0.3485600794438927,0.6605672461116194,[0.         0.71698113 1.        ],[0.         0.36842105 1.        ],2
0.1,0.1750177330117747,0.5936508418479663,[0.         0.55471698 1.        ],[0.         0.37969925 1.        ],3
0.1,0.3710171655553979,0.6836509697625099,[0.         0.69056604 1.        ],[0.         0.31954887 1.        ],4
0.1,0.29956022130798693,0.6404437586463765,[0.         0.68301887 1.        ],[0.         0.38345865 1.        ],5
0.1,0.28067811037026524,0.6349314601377616,[0.         0.66037736 1.        ],[0.         0.37969925 1.        ],6
0.1,0.2506880408568591,0.6123809160402437,[0.         0.68301887 1.        ],[0.         0.43233083 1.        ],7
0.1,0.28073485600794434,0.6311589496149207,[0.        0.6754717 1.       ],[0.         0.39473684 1.        ],8
0.1,0.2993757979855298,0.6545486502717033,[0.         0.63396226 1.        ],[0.         0.33458647 1.        ],9
0.1,0.23548020995885938,0.613212565987805,[0.         0.63773585 1.        ],[0.         0.40225564 1.        ],10
0.1,0.3524471556249114,0.653312598736177,[0.        0.7509434 1.       ],[0.         0.39849624 1.        ],11
0.1,0.32215917151368983,0.6510328682211788,[0.         0.69433962 1.        ],[0.         0.37218045 1.        ],12
0.1,0.1753582068378493,0.5786213125389577,[0.         0.64528302 1.        ],[0.         0.46992481 1.        ],13
0.1,0.39343169243864373,0.7156431270702767,[0.         0.65283019 1.        ],[0.        0.2593985 1.       ],14
0.1,0.29577244999290675,0.6401538068540851,[0.        0.6754717 1.       ],[0.         0.37969925 1.        ],15
0.1,0.2467442190381614,0.6208132475723435,[0.         0.63396226 1.        ],[0.         0.38721805 1.        ],16
0.1,0.3751170378777132,0.6579909657990967,[0.         0.78113208 1.        ],[0.         0.40601504 1.        ],17
