epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run
0.1,0.1900695134061569,0.6025283908292265,[0.         0.55849057 1.        ],[0.         0.36842105 1.        ],0
0.1,0.15596538516101577,0.5953777284241941,[0.         0.48679245 1.        ],[0.         0.33082707 1.        ],1
0.1,0.12990495105688749,0.5663099048474227,[0.         0.55471698 1.        ],[0.         0.42481203 1.        ],2
0.1,0.3256064690026954,0.6814903846153846,[0.         0.61132075 1.        ],[0.         0.28571429 1.        ],3
0.1,0.22051354802099588,0.6009036144578314,[0.         0.65660377 1.        ],[0.         0.43609023 1.        ],4
0.1,0.272847212370549,0.6546981323295208,[0.         0.57735849 1.        ],[0.         0.30451128 1.        ],5
0.1,0.26169669456660516,0.6361663492625891,[0.         0.61132075 1.        ],[0.         0.34962406 1.        ],6
0.1,0.16364023265711447,0.5916276114067837,[0.         0.52830189 1.        ],[0.         0.36466165 1.        ],7
0.1,0.3028089090651156,0.6912805806971951,[0.         0.54716981 1.        ],[0.        0.2443609 1.       ],8
0.1,0.2504184990778834,0.6287865522675539,[0.         0.61132075 1.        ],[0.         0.36090226 1.        ],9
0.1,0.25800822811746343,0.6286992088540413,[0.         0.63018868 1.        ],[0.         0.37218045 1.        ],10
0.1,0.2994183572137892,0.6510462886096241,[0.         0.64528302 1.        ],[0.         0.34586466 1.        ],11
0.1,0.31448432401759113,0.6586420106486518,[0.         0.65283019 1.        ],[0.         0.33834586 1.        ],12
0.1,0.22411689601361895,0.611382159677374,[0.         0.61509434 1.        ],[0.         0.39097744 1.        ],13
0.1,0.26888920414243156,0.6723278903153072,[0.        0.5245283 1.       ],[0.        0.2556391 1.       ],14
0.1,0.29554546744219035,0.6581060364585705,[0.         0.61509434 1.        ],[0.         0.31954887 1.        ],15
0.1,0.32176195204993613,0.6880336920296464,[0.         0.58867925 1.        ],[0.         0.26691729 1.        ],16
0.1,0.11835721378918995,0.5698123943567687,[0.         0.48301887 1.        ],[0.         0.36466165 1.        ],17
0.1,0.34455951198751594,0.6792525240597509,[0.         0.65283019 1.        ],[0.         0.30827068 1.        ],18
0.1,0.19388565754007658,0.6016935279848803,[0.         0.57358491 1.        ],[0.         0.37969925 1.        ],19
0.1,0.15649028230954742,0.5713694180975918,[0.         0.62641509 1.        ],[0.         0.46992481 1.        ],20
0.1,0.1601645623492694,0.5764594338344846,[0.         0.60377358 1.        ],[0.         0.44360902 1.        ],21
0.1,0.14115477372676977,0.5740437565113856,[0.         0.54716981 1.        ],[0.         0.40601504 1.        ],22
0.1,0.21631437083274224,0.6253370158479648,[0.         0.53962264 1.        ],[0.         0.32330827 1.        ],23
0.1,0.189998581359058,0.6068311982515195,[0.         0.53962264 1.        ],[0.         0.34962406 1.        ],24
0.1,0.201517945807916,0.6001551152788549,[0.         0.60377358 1.        ],[0.         0.40225564 1.        ],25
0.1,0.18619662363455808,0.6069594980034226,[0.         0.52830189 1.        ],[0.         0.34210526 1.        ],26
0.1,0.1976450560363172,0.6040757784019603,[0.         0.57358491 1.        ],[0.         0.37593985 1.        ],27
0.1,0.12977727337210954,0.5711707225991162,[0.         0.52075472 1.        ],[0.         0.39097744 1.        ],28
0.1,0.2690736274648886,0.6532142107048807,[0.         0.57358491 1.        ],[0.         0.30451128 1.        ],29
0.1,0.3067952901120726,0.6688845156655109,[0.         0.60754717 1.        ],[0.         0.30075188 1.        ],30
0.1,0.1334373670024117,0.5780114786185847,[0.         0.49433962 1.        ],[0.         0.36090226 1.        ],31
0.1,0.2465881685345439,0.6313991110035984,[0.         0.59245283 1.        ],[0.         0.34586466 1.        ],32
0.1,0.16392396084550998,0.5785359885815266,[0.         0.60377358 1.        ],[0.         0.43984962 1.        ],33
0.1,0.16386721520783087,0.5808429333296007,[0.         0.58867925 1.        ],[0.         0.42481203 1.        ],34
0.1,0.14864519790041142,0.5798652397938961,[0.         0.53962264 1.        ],[0.         0.39097744 1.        ],35
0.1,0.29917718825365297,0.6733181018754417,[0.         0.58113208 1.        ],[0.         0.28195489 1.        ],36
0.1,0.20127677684777984,0.6146264219234747,[0.         0.53962264 1.        ],[0.         0.33834586 1.        ],37
0.1,0.23157894736842105,0.6195652173913044,[0.  0.6 1. ],[0.         0.36842105 1.        ],38
0.1,0.2464179316215066,0.6453070102057888,[0.         0.54716981 1.        ],[0.         0.30075188 1.        ],39
0.1,0.28062136473258614,0.6389290781138065,[0.         0.64528302 1.        ],[0.         0.36466165 1.        ],40
0.1,0.16002269825507165,0.5823117338003503,[0.         0.56603774 1.        ],[0.         0.40601504 1.        ],41
0.1,0.20883813306852034,0.6169242744356721,[0.        0.5509434 1.       ],[0.         0.34210526 1.        ],42
