type,epsilon,ari,ami,ch,sc
"KMeans(clusters=4, init=random)",0.1,0.19773514741691484,0.1872807135823185,939.8718423847413,0.3038342788493572
"OPTICS(min_samples=6, distance_metric=euclidean)",0.1,-0.003424865259133243,0.006886201364828417,13.62488694395702,-0.17277438530370687
"KMeans(clusters=4, init=random)",0.5,0.5632595651030529,0.5038573729062387,939.3332782529156,0.2925768332931935
"OPTICS(min_samples=6, distance_metric=euclidean)",0.5,0.008428242250257094,0.027021447840547157,9.78130110647088,-0.441172808039571
"KMeans(clusters=4, init=random)",1.0,0.7629825854852457,0.6919460817399177,1048.250322012675,0.318438190479851
"OPTICS(min_samples=6, distance_metric=euclidean)",1.0,0.03845910847950164,0.07538535707863103,8.647857068799704,-0.43105387786842797
"KMeans(clusters=4, init=random)",2.0,0.8805015309579668,0.8233723487929778,1157.8778498767076,0.3390203187486397
"OPTICS(min_samples=6, distance_metric=euclidean)",2.0,0.07167308705146005,0.13693641901838813,12.207007102895519,-0.43243999004396444
"KMeans(clusters=4, init=random)",3.0,0.920815649822568,0.8765321933043859,1171.8124526235652,0.34313187670845846
"OPTICS(min_samples=6, distance_metric=euclidean)",3.0,0.16118075053083356,0.2520515156705741,14.363074535833544,-0.36702879281358053
"KMeans(clusters=4, init=random)",5.0,0.9400454220753843,0.9053319481950204,1184.5294338348908,0.3454322561461592
"OPTICS(min_samples=6, distance_metric=euclidean)",5.0,0.18774009979478665,0.3162440358001865,13.99519205403779,-0.3486202962152637
"KMeans(clusters=4, init=random)",7.0,0.9780700492515907,0.9595665383691891,1192.420661250775,0.3458796898801278
"OPTICS(min_samples=6, distance_metric=euclidean)",7.0,0.237317300094468,0.36826143776862214,16.10809236815578,-0.34944594586798783
"KMeans(clusters=4, init=random)",9.0,0.9742159716326635,0.9542092721818591,1197.8485277962588,0.3465326119197172
"OPTICS(min_samples=6, distance_metric=euclidean)",9.0,0.32666921055638026,0.48040533117227363,17.918615735290267,-0.24655386259775963
