type,dimensions,ari,ami,ch,sc,mechanism
KMeans(clusters=4),2,0.21600132273462452,0.20908054768823522,192.59422479587494,0.4139778142273435,nd-piecewise
KMeans(clusters=4),3,0.21864550992995815,0.21361152825297344,196.87781487070032,0.42016718150598953,nd-piecewise
KMeans(clusters=4),4,0.21892236372758234,0.2118907417532733,194.02379574836993,0.4139516106735671,nd-piecewise
KMeans(clusters=4),5,0.19129801205916017,0.18748436908049176,195.04976318597465,0.4170421162653567,nd-piecewise
KMeans(clusters=4),6,0.2218533437343583,0.21021198278537487,197.2482563084016,0.4173757360158404,nd-piecewise
KMeans(clusters=4),7,0.2068298148947203,0.1911338283373865,198.37931837966198,0.41525202169846487,nd-piecewise
KMeans(clusters=4),2,0.5679252424907517,0.6036644749104987,442.3243024150217,0.42518472862071544,nd-laplace
KMeans(clusters=4),3,0.5770934303252936,0.6202364644158025,463.22120879026005,0.433031693063065,nd-laplace
KMeans(clusters=4),4,0.5580326805859681,0.6042807943368536,471.48181938864843,0.44331443227679346,nd-laplace
KMeans(clusters=4),5,0.59451456550664,0.6303359542022424,449.8995732448785,0.42661745591769706,nd-laplace
KMeans(clusters=4),6,0.5788600725581816,0.6105220003012687,487.8891162599889,0.43906749811756257,nd-laplace
KMeans(clusters=4),7,0.6215546404950979,0.6391189398475389,468.2056185309995,0.43158569878164527,nd-laplace
KMeans(clusters=4),2,0.5766260333890898,0.6214361614280325,506.8373117277855,0.44254221823278855,nd-laplace-truncated
KMeans(clusters=4),3,0.5748431764122491,0.6121942918705202,508.873831894276,0.4409380709006915,nd-laplace-truncated
KMeans(clusters=4),4,0.6100618116983589,0.6324764041683262,509.5608937548711,0.4421113450026085,nd-laplace-truncated
KMeans(clusters=4),5,0.5814141301051058,0.6096280824415065,508.8346680040995,0.4405180687031969,nd-laplace-truncated
KMeans(clusters=4),6,0.5640761641209027,0.6170862371613599,499.63256837610925,0.43903716566541107,nd-laplace-truncated
KMeans(clusters=4),7,0.5968393986432783,0.6211528434498541,512.4950250537429,0.4489093403947277,nd-laplace-truncated
KMeans(clusters=4),2,0.5456218934712497,0.5672523418273876,473.43273558600987,0.4449461947707056,nd-laplace-optimal-truncated
KMeans(clusters=4),3,0.5554880882673536,0.5690858037627347,497.26103695599767,0.45497596804533397,nd-laplace-optimal-truncated
KMeans(clusters=4),4,0.5525983333067186,0.5649672208066348,468.94690618131625,0.4400237399846918,nd-laplace-optimal-truncated
KMeans(clusters=4),5,0.5405188575119704,0.573493126582193,471.0178592269455,0.4416310810427652,nd-laplace-optimal-truncated
KMeans(clusters=4),6,0.5260173118395993,0.5564951084612708,463.3595343537734,0.43487655059091496,nd-laplace-optimal-truncated
KMeans(clusters=4),7,0.5475577443984794,0.5657635387632999,476.4995606711917,0.4444817769647102,nd-laplace-optimal-truncated
