type,dimensions,ari,ami,ch,sc,mechanism
KMeans(clusters=4),2,0.2778032109547354,0.2812933293074814,209.3827001275809,0.4262442929685295,nd-piecewise
KMeans(clusters=4),3,0.2852922705960335,0.2828743194035483,220.48413098318173,0.4449150962044599,nd-piecewise
KMeans(clusters=4),4,0.28773161751361187,0.2750727842341849,213.78776709747322,0.436497776130419,nd-piecewise
KMeans(clusters=4),5,0.3081953414384507,0.3067596281173448,218.8738486676072,0.43352492689145616,nd-piecewise
KMeans(clusters=4),6,0.29776809328083803,0.2792728506785226,210.76494613380925,0.4254789471011094,nd-piecewise
KMeans(clusters=4),7,0.2918580671135691,0.28236149379661907,209.53620277205854,0.42340969395570277,nd-piecewise
KMeans(clusters=4),2,0.6820983152739464,0.6880659617741365,597.371935438181,0.46535018102095116,nd-laplace
KMeans(clusters=4),3,0.6381171820784018,0.6695651147643591,585.1080957870323,0.46787968141498915,nd-laplace
KMeans(clusters=4),4,0.6709427435471855,0.6861537085182152,573.51515148577,0.46430588499020964,nd-laplace
KMeans(clusters=4),5,0.6229653309348718,0.6636723934395317,568.9820027957401,0.46113800062356064,nd-laplace
KMeans(clusters=4),6,0.6520750891818439,0.6772979090978752,570.3565794500951,0.46020234095074,nd-laplace
KMeans(clusters=4),7,0.6122312924562456,0.6586071120721586,571.4923730193763,0.4709058386813306,nd-laplace
KMeans(clusters=4),2,0.5970602393855646,0.6475092552678665,597.2291333582514,0.46725478358510586,nd-laplace-truncated
KMeans(clusters=4),3,0.6346899468294208,0.6566724372978768,602.2980336446828,0.4621306484631623,nd-laplace-truncated
KMeans(clusters=4),4,0.6610457351409806,0.6925081496318538,629.2525842396356,0.46940406633424897,nd-laplace-truncated
KMeans(clusters=4),5,0.6588081562954272,0.6752483887438034,597.5681829615226,0.45942787709757216,nd-laplace-truncated
KMeans(clusters=4),6,0.6347406598016473,0.6470846744835319,610.3953580759817,0.4687457774956064,nd-laplace-truncated
KMeans(clusters=4),7,0.6613737790684044,0.6759282729069066,621.9594482004596,0.4697654503127862,nd-laplace-truncated
KMeans(clusters=4),2,0.6236359343081525,0.6215273721178405,567.9177335139756,0.4586305069577114,nd-laplace-optimal-truncated
KMeans(clusters=4),3,0.6223463951567965,0.633922736591349,563.1752230352753,0.46381602481709716,nd-laplace-optimal-truncated
KMeans(clusters=4),4,0.572164168638126,0.5998784927586623,538.3519650490119,0.4514108142773094,nd-laplace-optimal-truncated
KMeans(clusters=4),5,0.5853856380382589,0.59796444982522,525.2800123791158,0.45189135771126987,nd-laplace-optimal-truncated
KMeans(clusters=4),6,0.5938073975419268,0.6138729834745245,534.0341200489967,0.45564667023453415,nd-laplace-optimal-truncated
KMeans(clusters=4),7,0.5665766526589507,0.5885577400674742,550.0587089564418,0.45057321416340324,nd-laplace-optimal-truncated
