type,dimensions,ari,ami,ch,sc,mechanism
KMeans(clusters=4),2,0.6791837934949111,0.6514178460487059,455.8242378815489,0.5166583132818576,nd-piecewise
KMeans(clusters=4),3,0.63720667244757,0.6110383408459803,436.46316067414443,0.5018907391961559,nd-piecewise
KMeans(clusters=4),4,0.5993324570557239,0.5821371423822541,407.8926101098461,0.5272656630744261,nd-piecewise
KMeans(clusters=4),5,0.5919103249152882,0.5801534078803166,417.51417453316924,0.5442113776051568,nd-piecewise
KMeans(clusters=4),6,0.6072887120980744,0.5878172985452473,397.952071518034,0.5176384553269088,nd-piecewise
KMeans(clusters=4),7,0.6377740060690065,0.6101093374635341,460.2134957993052,0.5325354583475864,nd-piecewise
KMeans(clusters=4),2,0.8050171730516416,0.7953694990717821,873.8289933853808,0.524948407433641,nd-laplace
KMeans(clusters=4),3,0.8115761028191351,0.7936105855953985,902.4997962676814,0.5324299006824922,nd-laplace
KMeans(clusters=4),4,0.7172766994665594,0.7467352042405159,851.0123149504373,0.5194987831382064,nd-laplace
KMeans(clusters=4),5,0.7986038939265924,0.7910796806348789,905.0883109704773,0.5345751950545717,nd-laplace
KMeans(clusters=4),6,0.8069905930883177,0.795528992945396,870.7563116934925,0.5299859106400723,nd-laplace
KMeans(clusters=4),7,0.7652382502634947,0.7731886830361439,880.6165057032495,0.5241442222647449,nd-laplace
KMeans(clusters=4),2,0.778092985649686,0.7798451422063128,861.428705480628,0.5297490206041156,nd-laplace-truncated
KMeans(clusters=4),3,0.7757683951579717,0.7714776821553955,867.4902115489261,0.5284323736251582,nd-laplace-truncated
KMeans(clusters=4),4,0.792507798777757,0.7978606138000812,872.2309153325283,0.5259741445057377,nd-laplace-truncated
KMeans(clusters=4),5,0.7984052738305937,0.789709237365289,872.6745472199766,0.5301636582521252,nd-laplace-truncated
KMeans(clusters=4),6,0.8036309198418639,0.7880956549752994,876.560611429165,0.5313877976838499,nd-laplace-truncated
KMeans(clusters=4),7,0.7343617363994994,0.7457106946507472,870.7846875609966,0.5280435789906817,nd-laplace-truncated
KMeans(clusters=4),2,0.7492860391126732,0.747005178933602,827.2590834062376,0.5083245739253629,nd-laplace-optimal-truncated
KMeans(clusters=4),3,0.803284640527609,0.7809683490697659,836.333853707687,0.5154580321648756,nd-laplace-optimal-truncated
KMeans(clusters=4),4,0.7605588031550996,0.7572553127586437,824.1943306734893,0.5208386352850112,nd-laplace-optimal-truncated
KMeans(clusters=4),5,0.7396836490207817,0.7447225100144197,807.2616513582597,0.5097216396493229,nd-laplace-optimal-truncated
KMeans(clusters=4),6,0.7510236708400088,0.7525343568381478,794.5549399154918,0.5070462052595271,nd-laplace-optimal-truncated
KMeans(clusters=4),7,0.720794179017033,0.7325015226578906,819.5046427022313,0.5127584639192495,nd-laplace-optimal-truncated
