type,dimensions,ari,ami,ch,sc,mechanism
KMeans(clusters=4),2,0.12813215018034932,0.11822231519834996,178.42956856606253,0.385783944322354,nd-piecewise
KMeans(clusters=4),3,0.13905220991884282,0.12922701150027915,187.97523665306477,0.39878176503681667,nd-piecewise
KMeans(clusters=4),4,0.14081468656614468,0.1297097422727329,178.3663748874664,0.38673578536574166,nd-piecewise
KMeans(clusters=4),5,0.14504851294655483,0.13245701978962948,179.0070859542013,0.38891149905447253,nd-piecewise
KMeans(clusters=4),6,0.14738429447059362,0.14083101523552108,183.096863679104,0.39845358199218245,nd-piecewise
KMeans(clusters=4),7,0.1394417897536812,0.13017292201401975,180.817624978733,0.3942373933622029,nd-piecewise
KMeans(clusters=4),2,0.5034490551692292,0.5451979286547766,341.4025437208776,0.3907112178906512,nd-laplace
KMeans(clusters=4),3,0.5116672018467733,0.5557681637666712,356.56224266107216,0.40091484817335277,nd-laplace
KMeans(clusters=4),4,0.49309383710220056,0.5505034204561445,359.62122530235115,0.41079401080899947,nd-laplace
KMeans(clusters=4),5,0.48224732932688663,0.5359086849415492,340.61235192500857,0.40722655954331255,nd-laplace
KMeans(clusters=4),6,0.5138383976845272,0.5524685644004073,338.9095516344112,0.405869903366151,nd-laplace
KMeans(clusters=4),7,0.5022273758938842,0.5493779505961871,349.44544514694854,0.40665334963401617,nd-laplace
KMeans(clusters=4),2,0.5184232990739115,0.5581197455124405,395.2062680512174,0.4165235558438389,nd-laplace-truncated
KMeans(clusters=4),3,0.5058729744551089,0.5401427953998938,402.5586001291549,0.4217531423975814,nd-laplace-truncated
KMeans(clusters=4),4,0.4882401350520456,0.5361668379299592,381.89516658617276,0.4263271303628257,nd-laplace-truncated
KMeans(clusters=4),5,0.49577093630720565,0.5378643949801183,388.1918755123007,0.41567827712430094,nd-laplace-truncated
KMeans(clusters=4),6,0.524157245323734,0.5478164736911509,409.4867073786394,0.4357337258603966,nd-laplace-truncated
KMeans(clusters=4),7,0.5287408137206684,0.5645404728137333,410.1731685234678,0.43904987395900663,nd-laplace-truncated
KMeans(clusters=4),2,0.48714916102108863,0.47961432852753794,382.7113457264805,0.45291865877253157,nd-laplace-optimal-truncated
KMeans(clusters=4),3,0.48695041247228127,0.4834316471482931,415.9555175752827,0.45783402125778316,nd-laplace-optimal-truncated
KMeans(clusters=4),4,0.47528243573017315,0.48865507229397737,390.20704197547855,0.4406332913606472,nd-laplace-optimal-truncated
KMeans(clusters=4),5,0.4587029234192853,0.47340124159877844,380.47024448344393,0.4506390228998055,nd-laplace-optimal-truncated
KMeans(clusters=4),6,0.49555358126198545,0.5056343697338852,387.22921684699753,0.44586222410176946,nd-laplace-optimal-truncated
KMeans(clusters=4),7,0.47619394210490984,0.49237236731710315,393.96788103969493,0.4450653030412167,nd-laplace-optimal-truncated
