type,dimensions,ari,ami,ch,sc,mechanism
KMeans(clusters=4),2,-0.0025701901899834955,-0.0029405180012985134,219.07588849373397,0.42276407043090825,nd-piecewise
KMeans(clusters=4),3,0.0009533449757090469,0.001909971985466996,200.02881749431168,0.395371907220453,nd-piecewise
KMeans(clusters=4),4,-0.002018060882256349,-0.001933968869029089,205.8165065560031,0.4073448016951213,nd-piecewise
KMeans(clusters=4),5,0.00312121956429317,0.0018634552920397268,205.44011332031633,0.40499602360595705,nd-piecewise
KMeans(clusters=4),6,0.002251945645904387,0.002956565643872004,215.52657000051994,0.4171870888210921,nd-piecewise
KMeans(clusters=4),7,0.007562548579509861,0.007624169237204427,207.99559527682192,0.4075567114928429,nd-piecewise
KMeans(clusters=4),2,0.01821037456949348,0.010536127682664344,143.98687508748873,0.4013825810237154,nd-laplace
KMeans(clusters=4),3,0.029806498944672362,0.011237737058321668,140.22479989599165,0.40221254683841573,nd-laplace
KMeans(clusters=4),4,0.02671268661830879,0.018970800993671454,148.64148721684165,0.4034170054166796,nd-laplace
KMeans(clusters=4),5,0.01883749990458218,0.009322541311900133,144.00527605496166,0.4010860782539135,nd-laplace
KMeans(clusters=4),6,0.01862115729629945,0.010907471133327629,140.92468246511504,0.4040144881991039,nd-laplace
KMeans(clusters=4),7,0.03214788366679262,0.015247974842604203,135.08690276342094,0.40169140408855963,nd-laplace
KMeans(clusters=4),2,0.0005940659541449621,0.04623638929252012,548.8946906297998,0.7730238737294659,nd-laplace-truncated
KMeans(clusters=4),3,0.007587728842383385,0.05436371509893438,607.2618156051366,0.7951921695211901,nd-laplace-truncated
KMeans(clusters=4),4,0.002778038502576218,0.05703913677544422,586.7021117218171,0.7814769168151984,nd-laplace-truncated
KMeans(clusters=4),5,-0.0014924676709918492,0.04913644172411873,591.1547451974521,0.7821094990771073,nd-laplace-truncated
KMeans(clusters=4),6,-0.00265761856164436,0.04742840505925286,586.869020714415,0.7843228142407414,nd-laplace-truncated
KMeans(clusters=4),7,0.0031963767219412554,0.04779638821444733,564.8138847443558,0.7826454714222397,nd-laplace-truncated
KMeans(clusters=4),2,0.005466556573286303,0.033101041286248065,248.080526124249,0.5133927268196465,nd-laplace-optimal-truncated
KMeans(clusters=4),3,0.010438732378243122,0.03558117677035786,223.38450576593314,0.5263258553155843,nd-laplace-optimal-truncated
KMeans(clusters=4),4,0.0192191374115069,0.049452077890995094,283.83084067993616,0.5375312100930827,nd-laplace-optimal-truncated
KMeans(clusters=4),5,0.0100694896618914,0.033825214364713675,213.26024779018348,0.5091639439759931,nd-laplace-optimal-truncated
KMeans(clusters=4),6,0.020820863065553613,0.05279644108275953,260.153972915327,0.528051048829647,nd-laplace-optimal-truncated
KMeans(clusters=4),7,0.01606412515484029,0.04066414760136415,214.78406766040834,0.5100228781436892,nd-laplace-optimal-truncated
