type,dimensions,ari,ami,ch,sc,mechanism
KMeans(clusters=4),2,0.37829988854452334,0.3682212006973115,244.89064680357666,0.46015761157347573,nd-piecewise
KMeans(clusters=4),3,0.40291668187480134,0.38649263507932885,251.44600494504272,0.46184391022709015,nd-piecewise
KMeans(clusters=4),4,0.3632642594938726,0.34866587784018566,236.7683029796521,0.45872457645088094,nd-piecewise
KMeans(clusters=4),5,0.37119248893206436,0.35661080171519177,238.8226915192798,0.4496470515539336,nd-piecewise
KMeans(clusters=4),6,0.3747846541756666,0.37594321195339825,244.7647308973882,0.454998298203894,nd-piecewise
KMeans(clusters=4),7,0.3601076296001798,0.34497462582515936,237.7284840943752,0.4573356425049804,nd-piecewise
KMeans(clusters=4),2,0.71818883441821,0.7251778827634038,675.0223974010065,0.4799860900015733,nd-laplace
KMeans(clusters=4),3,0.6965344771166453,0.7156753501478923,670.5197797147671,0.48480345418859716,nd-laplace
KMeans(clusters=4),4,0.6514515261756065,0.6869297800808687,659.0344800944091,0.48159106886793757,nd-laplace
KMeans(clusters=4),5,0.6938779158478214,0.7117188763096458,662.8515879876693,0.4785672533924794,nd-laplace
KMeans(clusters=4),6,0.6586697826485335,0.6958931726720604,665.7842142773133,0.4844276573527203,nd-laplace
KMeans(clusters=4),7,0.74386403136345,0.7274743046922947,653.0694866492447,0.48063973036456653,nd-laplace
KMeans(clusters=4),2,0.689167889148733,0.6990632510461825,646.0897157451755,0.4755739772894915,nd-laplace-truncated
KMeans(clusters=4),3,0.6658252630686033,0.6925542314837626,685.4421870078319,0.4871446713127412,nd-laplace-truncated
KMeans(clusters=4),4,0.6820260615048818,0.6972849522754135,697.5718302515638,0.4909817606086536,nd-laplace-truncated
KMeans(clusters=4),5,0.704473835922425,0.720450266370836,663.9779062434926,0.48424516436113463,nd-laplace-truncated
KMeans(clusters=4),6,0.6710114190798822,0.6939386041596274,633.6678465447566,0.4736777437810984,nd-laplace-truncated
KMeans(clusters=4),7,0.6688153315753395,0.6850293772308055,661.8674005937233,0.48027728097610317,nd-laplace-truncated
KMeans(clusters=4),2,0.6222753129760454,0.6500833099994356,608.3815840843619,0.46773512838909737,nd-laplace-optimal-truncated
KMeans(clusters=4),3,0.6575243416916803,0.6654840002905636,611.5804646411777,0.47118861863347233,nd-laplace-optimal-truncated
KMeans(clusters=4),4,0.6208400344644202,0.649433330102666,621.6102234929765,0.4708910843544655,nd-laplace-optimal-truncated
KMeans(clusters=4),5,0.6117906271916075,0.6290192119061209,623.8633895544426,0.4693647440406944,nd-laplace-optimal-truncated
KMeans(clusters=4),6,0.6353632097614372,0.6438447429096192,618.2581951534149,0.47023805564158627,nd-laplace-optimal-truncated
KMeans(clusters=4),7,0.6113337462590405,0.6342779251220448,612.5093942348119,0.4753459865041304,nd-laplace-optimal-truncated
