type,dimensions,ari,ami,ch,sc,mechanism
KMeans(clusters=4),2,0.9478427956248053,0.9278519819253395,874.9751736333928,0.5572760196950091,nd-piecewise
KMeans(clusters=4),3,0.9379224537693766,0.9155250511639546,921.3757473117797,0.5593125584398075,nd-piecewise
KMeans(clusters=4),4,0.9407177998957155,0.9196073270808961,916.407091413285,0.5586078572644355,nd-piecewise
KMeans(clusters=4),5,0.9039582249514739,0.8881495405130732,901.688306458905,0.5557113089206857,nd-piecewise
KMeans(clusters=4),6,0.891111897602142,0.8700186412796833,805.3637152145059,0.5489390086350391,nd-piecewise
KMeans(clusters=4),7,0.9214698543418592,0.8988620782745494,939.836671928432,0.5622045685719242,nd-piecewise
KMeans(clusters=4),2,0.8841711469511297,0.8640105724385905,1001.7075197474599,0.5535327255616264,nd-laplace
KMeans(clusters=4),3,0.8657189242938508,0.8472145453486079,1004.9773248569421,0.5564451777766968,nd-laplace
KMeans(clusters=4),4,0.8646939028716817,0.8582897352837178,997.8527980266894,0.5494937491231798,nd-laplace
KMeans(clusters=4),5,0.8891346498207676,0.8719943588942247,1008.7094118007614,0.5574231592031837,nd-laplace
KMeans(clusters=4),6,0.8967171817278663,0.872387247391725,1001.7858237669654,0.5569541837185187,nd-laplace
KMeans(clusters=4),7,0.8630733711960413,0.8525368944227191,1000.3441561557414,0.5499471548489187,nd-laplace
KMeans(clusters=4),2,0.8289586895388611,0.8269765395471049,1008.1008600528837,0.5515681188233346,nd-laplace-truncated
KMeans(clusters=4),3,0.8710815659557822,0.8589440007409784,1004.8990316085926,0.55776353265738,nd-laplace-truncated
KMeans(clusters=4),4,0.8747140688827486,0.8572220463339972,975.9949031706735,0.5514905150698022,nd-laplace-truncated
KMeans(clusters=4),5,0.8816925906193067,0.86228327999496,977.3165585294801,0.5481847279655581,nd-laplace-truncated
KMeans(clusters=4),6,0.8598571373576581,0.8530724905087833,999.899058644684,0.5542614838596174,nd-laplace-truncated
KMeans(clusters=4),7,0.8113260922988135,0.8116222093772034,987.9342659613483,0.5527386587715392,nd-laplace-truncated
KMeans(clusters=4),2,0.8434207618013666,0.8292281451252448,971.0433907749542,0.5454705133310547,nd-laplace-optimal-truncated
KMeans(clusters=4),3,0.8743611354598579,0.8549674915817599,959.6799168433179,0.542047522675975,nd-laplace-optimal-truncated
KMeans(clusters=4),4,0.8586404114495021,0.836582899997877,982.6485275319313,0.5510489699406433,nd-laplace-optimal-truncated
KMeans(clusters=4),5,0.8021061075925446,0.7992652658583209,973.2198935544033,0.5493122111383529,nd-laplace-optimal-truncated
KMeans(clusters=4),6,0.8716898138268279,0.8529791004043542,982.9599444899183,0.5513918413247171,nd-laplace-optimal-truncated
KMeans(clusters=4),7,0.8087580606723781,0.8023034062016627,960.9665437698943,0.544909586664175,nd-laplace-optimal-truncated
