type,dimensions,ari,ami,ch,sc,mechanism
KMeans(clusters=4),2,0.01674283878884714,0.015200516303081585,194.6975321558586,0.3922543456465667,nd-piecewise
KMeans(clusters=4),3,0.017076378875174165,0.019347865447245104,185.77355533431256,0.38425399868446547,nd-piecewise
KMeans(clusters=4),4,0.013478378128279886,0.015208789685352062,188.97949786918804,0.3893775182410551,nd-piecewise
KMeans(clusters=4),5,0.01788523356973127,0.016067656045417177,189.8626191717105,0.3905780983712657,nd-piecewise
KMeans(clusters=4),6,0.01620510300252951,0.01577321812191002,192.23275154870169,0.3898928028855973,nd-piecewise
KMeans(clusters=4),7,0.013883194942732009,0.014027292031717783,190.67395949327417,0.38949467596106985,nd-piecewise
KMeans(clusters=4),2,0.2563486744303459,0.27025148487982886,153.0254724449097,0.3717925602674289,nd-laplace
KMeans(clusters=4),3,0.24579924613069742,0.2580642565590013,150.75704904576486,0.36557440275399194,nd-laplace
KMeans(clusters=4),4,0.2199470717943705,0.24876170163897277,154.2914425696633,0.37390579668699747,nd-laplace
KMeans(clusters=4),5,0.2546919524637149,0.2731339492057688,151.7943982360146,0.3683599104438332,nd-laplace
KMeans(clusters=4),6,0.23249408045082604,0.24723704286176912,145.7040200796818,0.36095387829508185,nd-laplace
KMeans(clusters=4),7,0.22301812574029695,0.2346922546297326,153.20483395150853,0.37284588271954183,nd-laplace
KMeans(clusters=4),2,0.24124093817111697,0.26141473322460695,283.1186961346351,0.4819073779591161,nd-laplace-truncated
KMeans(clusters=4),3,0.25002565920185227,0.2708518026757001,290.8198404426632,0.48074970648326765,nd-laplace-truncated
KMeans(clusters=4),4,0.234283463805536,0.2557467371581007,280.02050086906286,0.4804919605734745,nd-laplace-truncated
KMeans(clusters=4),5,0.24926284673475863,0.26901096170316247,273.9194276888759,0.4696845890804914,nd-laplace-truncated
KMeans(clusters=4),6,0.2602494240869731,0.2705018395433141,295.73193013237517,0.4873765119389611,nd-laplace-truncated
KMeans(clusters=4),7,0.2655463911106731,0.2791831680913194,279.0468777821388,0.47665398667726383,nd-laplace-truncated
KMeans(clusters=4),2,0.27329439891663265,0.23923722774082212,365.538101681966,0.5272851476942112,nd-laplace-optimal-truncated
KMeans(clusters=4),3,0.27523472817114597,0.24077096485601213,371.10178307609397,0.52817204101482,nd-laplace-optimal-truncated
KMeans(clusters=4),4,0.2824169136447109,0.242001634368969,360.06347428952,0.5244759872429381,nd-laplace-optimal-truncated
KMeans(clusters=4),5,0.29549053158917316,0.2564082714583221,374.636131670077,0.5305118834004332,nd-laplace-optimal-truncated
KMeans(clusters=4),6,0.30011813201916854,0.258578304428691,387.35127100462813,0.5377295883934635,nd-laplace-optimal-truncated
KMeans(clusters=4),7,0.2742949866654814,0.23873598822807293,371.92302085037375,0.5302979924326963,nd-laplace-optimal-truncated
