epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run
0.1,0.18606894594978013,0.6159148755656109,[0.         0.49433962 1.        ],[0.         0.30827068 1.        ],0
0.1,0.4416087388282026,0.9467550733373519,[0.         0.46792453 1.        ],[0.         0.02631579 1.        ],1
0.1,0.009065115619236785,0.5055711520689113,[0.         0.41132075 1.        ],[0.         0.40225564 1.        ],2
0.1,0.001489572989076482,0.5009416195856874,[0.         0.39622642 1.        ],[0.         0.39473684 1.        ],3
0.1,-0.22346432118030923,0.41664549995766664,[0.         0.55849057 1.        ],[0.         0.78195489 1.        ],4
0.1,-0.2125975315647609,0.40429662553963264,[0.        0.4490566 1.       ],[0.         0.66165414 1.        ],5
0.1,0.1484607745779543,0.5891472868217054,[0.         0.49056604 1.        ],[0.         0.34210526 1.        ],6
0.1,0.4641509433962264,1.0,[0.         0.46415094 1.        ],[0. 0. 1.],7
0.1,0.38152929493545185,0.8222073129822207,[0.         0.48679245 1.        ],[0.         0.10526316 1.        ],8
0.1,0.11837140019860976,0.5692057594054808,[0.         0.48679245 1.        ],[0.         0.36842105 1.        ],9
0.1,0.5660377358490566,1.0,[0.         0.56603774 1.        ],[0. 0. 1.],10
0.1,0.4420627039296354,0.8006019563581641,[0.         0.58867925 1.        ],[0.         0.14661654 1.        ],11
0.1,0.09544616257625199,0.5699841890654905,[0.         0.38867925 1.        ],[0.         0.29323308 1.        ],12
0.1,0.020371683926798168,0.5124618161621772,[0.         0.41886792 1.        ],[0.         0.39849624 1.        ],13
0.1,0.08042275500070933,0.5570792806943353,[0.         0.39245283 1.        ],[0.         0.31203008 1.        ],14
0.1,0.043112498226698825,0.5241462600708735,[0.         0.46792453 1.        ],[0.         0.42481203 1.        ],15
0.1,0.1257908923251525,0.5791173688812749,[0.         0.46037736 1.        ],[0.         0.33458647 1.        ],16
0.1,0.3623350829904951,0.9529991841367812,[0.         0.38113208 1.        ],[0.         0.01879699 1.        ],17
0.1,0.43052915307135764,0.8523265533574812,[0.         0.52075472 1.        ],[0.         0.09022556 1.        ],18
0.1,-0.20465314228968645,0.4230153478344398,[0.         0.56226415 1.        ],[0.         0.76691729 1.        ],19
0.1,0.37378351539225424,0.8901326699834162,[0.         0.42641509 1.        ],[0.         0.05263158 1.        ],20
0.1,0.14881543481344872,0.5728775878838405,[0.         0.58490566 1.        ],[0.         0.43609023 1.        ],21
0.1,0.18250815718541635,0.6000777907429016,[0.         0.54716981 1.        ],[0.         0.36466165 1.        ],22
0.1,-0.17829479358774292,0.43274252932614093,[0.         0.57358491 1.        ],[0.        0.7518797 1.       ],23
0.1,-0.10351822953610446,0.44983707533031775,[0.         0.46415094 1.        ],[0.         0.56766917 1.        ],24
0.1,-0.39320470988792733,0.33728998626325246,[0.         0.40754717 1.        ],[0.         0.80075188 1.        ],25
0.1,-0.2611717974180735,0.40090429540316497,[0.         0.52830189 1.        ],[0.         0.78947368 1.        ],26
0.1,-0.24637537239324725,0.3951306112097388,[0.         0.46415094 1.        ],[0.         0.71052632 1.        ],27
0.1,0.3627323024542488,0.7969065700550407,[0.         0.48679245 1.        ],[0.         0.12406015 1.        ],28
0.1,0.06196623634558096,0.5342706502636204,[0.         0.48301887 1.        ],[0.         0.42105263 1.        ],29
0.1,-0.17128670733437368,0.41818231100750813,[0.         0.43773585 1.        ],[0.         0.60902256 1.        ],30
0.1,-0.2953326713008937,0.3746839710096073,[0.         0.44150943 1.        ],[0.         0.73684211 1.        ],31
0.1,-0.17849340331961983,0.42684713597990653,[0.         0.52075472 1.        ],[0.         0.69924812 1.        ],32
0.1,0.0019860973187686426,0.5009416195856874,[0.         0.52830189 1.        ],[0.         0.52631579 1.        ],33
0.1,0.2835579514824798,0.7490530303030303,[0.         0.42641509 1.        ],[0.         0.14285714 1.        ],34
0.1,-0.21595971059724783,0.4185299752748135,[0.         0.55471698 1.        ],[0.         0.77067669 1.        ],35
0.1,-0.20876720102142143,0.40880471964701803,[0.         0.46792453 1.        ],[0.         0.67669173 1.        ],36
0.1,0.34392112356362603,0.7764121040749777,[0.         0.48301887 1.        ],[0.         0.13909774 1.        ],37
0.1,0.0884380763228827,0.5460318397967924,[0.        0.5245283 1.       ],[0.         0.43609023 1.        ],38
0.1,0.3400766066108668,0.7928271279194762,[0.         0.46037736 1.        ],[0.         0.12030075 1.        ],39
0.1,0.0320187260604341,0.5159783085788721,[0.         0.51698113 1.        ],[0.         0.48496241 1.        ],40
0.1,-0.15979571570435525,0.4304313454222046,[0.         0.49433962 1.        ],[0.         0.65413534 1.        ],41
0.1,-0.18601220031210097,0.42423261834319526,[0.         0.52075472 1.        ],[0.         0.70676692 1.        ],42
0.1,0.2497801106539935,0.6972242758249882,[0.         0.44150943 1.        ],[0.         0.19172932 1.        ],43
0.1,0.17086111505178042,0.6174703495630463,[0.        0.4490566 1.       ],[0.         0.27819549 1.        ],44
0.1,0.17110228401191657,0.6000232207128758,[0.         0.51320755 1.        ],[0.         0.34210526 1.        ],45
0.1,-0.11851326429280751,0.44459183402753827,[0.        0.4754717 1.       ],[0.         0.59398496 1.        ],46
0.1,0.03177755710029795,0.5181818181818182,[0.         0.45283019 1.        ],[0.         0.42105263 1.        ],47
0.1,0.12962122286849198,0.5781915895048522,[0.         0.47924528 1.        ],[0.         0.34962406 1.        ],48
0.1,-0.08079160164562349,0.4632651744823583,[0.         0.50943396 1.        ],[0.         0.59022556 1.        ],49
0.5,0.20107816711590298,0.6301465457083043,[0.         0.48679245 1.        ],[0.         0.28571429 1.        ],0
0.5,0.2918002553553695,0.6542389657913287,[0.         0.61886792 1.        ],[0.         0.32706767 1.        ],1
0.5,0.06229252376223571,0.5289106016512819,[0.         0.56981132 1.        ],[0.        0.5075188 1.       ],2
0.5,0.20489431124982266,0.6282385949958269,[0.         0.50188679 1.        ],[0.         0.29699248 1.        ],3
0.5,-0.024400624202014498,0.48830568398150664,[0.         0.50943396 1.        ],[0.         0.53383459 1.        ],4
0.5,-0.01332103844516952,0.4928113181546753,[0.         0.45660377 1.        ],[0.         0.46992481 1.        ],5
0.5,-0.08438076322882682,0.4646591881357543,[0.         0.55471698 1.        ],[0.         0.63909774 1.        ],6
0.5,0.039523336643495555,0.5200241497283156,[0.         0.51320755 1.        ],[0.         0.47368421 1.        ],7
0.5,0.287657823804795,0.6927215009409394,[0.         0.51698113 1.        ],[0.         0.22932331 1.        ],8
0.5,0.1673996311533551,0.5941289087428206,[0.         0.52830189 1.        ],[0.         0.36090226 1.        ],9
0.5,-0.02827351397361333,0.48567362019638566,[0.         0.47924528 1.        ],[0.        0.5075188 1.       ],10
0.5,0.10696552702510997,0.5669626998223801,[0.         0.45283019 1.        ],[0.         0.34586466 1.        ],11
0.5,0.024556674705631942,0.5118107012731813,[0.         0.53207547 1.        ],[0.        0.5075188 1.       ],12
0.5,0.03609022556390973,0.5155038759689923,[0.  0.6 1. ],[0.         0.56390977 1.        ],13
0.5,0.02057029365867502,0.5111452728670254,[0.         0.47169811 1.        ],[0.         0.45112782 1.        ],14
0.5,0.11865512838700526,0.5589811576215729,[0.         0.56226415 1.        ],[0.         0.44360902 1.        ],15
0.5,0.10309263725351114,0.5694516122866372,[0.         0.42264151 1.        ],[0.         0.31954887 1.        ],16
0.5,0.14454532557809618,0.5959073024718086,[0.        0.4490566 1.       ],[0.         0.30451128 1.        ],17
0.5,0.14831891048375656,0.5979207642596235,[0.         0.45283019 1.        ],[0.         0.30451128 1.        ],18
0.5,0.04306993899843953,0.5247489239598279,[0.         0.45660377 1.        ],[0.         0.41353383 1.        ],19
0.5,0.2800397219463754,0.6997167138810199,[0.         0.49056604 1.        ],[0.         0.21052632 1.        ],20
0.5,0.1183288409703504,0.5710585950145679,[0.        0.4754717 1.       ],[0.         0.35714286 1.        ],21
0.5,0.20113491275358208,0.6252960514687688,[0.         0.50188679 1.        ],[0.         0.30075188 1.        ],22
0.5,-0.04341041282451408,0.47713004484304933,[0.         0.45283019 1.        ],[0.        0.4962406 1.       ],23
0.5,0.20483756561214356,0.6332281459336765,[0.         0.48679245 1.        ],[0.         0.28195489 1.        ],24
