type,epsilon,ari,ami,ch,sc
"KMeans(clusters=4, init=random)",0.1,0.00066682893509082,0.0007885653532224484,159.28091210841603,0.07760031313876639
"OPTICS(min_samples=7, distance_metric=euclidean)",0.1,0.010436703716424989,0.002470247164668439,4.996227776616928,-0.15941915676609994
"KMeans(clusters=4, init=random)",0.5,0.002241440401592377,0.0021913216894212054,164.6734468670117,0.07756312733182288
"OPTICS(min_samples=7, distance_metric=euclidean)",0.5,-0.004233622881595463,-0.0015614907250514464,4.532344736627572,-0.13386951152344145
"KMeans(clusters=4, init=random)",0.7,0.0011054933426454115,0.0005689717323175665,170.80749799727045,0.0830998055352685
"OPTICS(min_samples=7, distance_metric=euclidean)",0.7,0.0,0.0,0.0,0.0
"KMeans(clusters=4, init=random)",1.0,0.006605050384394395,0.0061603384677991115,173.37003034819116,0.08599775629548188
"OPTICS(min_samples=7, distance_metric=euclidean)",1.0,-0.006027669706392777,-0.002422115210834499,7.6506672346463045,0.043445216824889575
"KMeans(clusters=4, init=random)",1.5,0.022454313578644396,0.016011485275531208,186.22545030964565,0.10000680736038918
"OPTICS(min_samples=7, distance_metric=euclidean)",1.5,0.0,0.0,0.0,0.0
"KMeans(clusters=4, init=random)",2.0,0.08823249417497991,0.07305807948273921,211.81185023853635,0.11403449569550769
"OPTICS(min_samples=7, distance_metric=euclidean)",2.0,-0.00424176210468215,-0.0018106729090674064,2.1109716930195614,-0.24320337884740048
"KMeans(clusters=4, init=random)",2.5,0.14179990502710763,0.1189672678423918,242.7544556040845,0.13223959372686664
"OPTICS(min_samples=7, distance_metric=euclidean)",2.5,-0.009131415937181886,-0.00341047557871522,8.02423490519968,-0.19340626165019176
"KMeans(clusters=4, init=random)",3.0,0.19379172273089842,0.16646087237016788,264.687397251609,0.15322010245243298
"OPTICS(min_samples=7, distance_metric=euclidean)",3.0,-0.006027669706392777,-0.002422115210834499,3.100827240456592,-0.1669749687095916
"KMeans(clusters=4, init=random)",3.5,0.2534735923126756,0.21278517660675172,292.4830352316355,0.1681432475767169
"OPTICS(min_samples=7, distance_metric=euclidean)",3.5,0.015836765941705123,0.012834141792192572,7.98047032101694,-0.24120285899072766
"KMeans(clusters=4, init=random)",5.0,0.4376953708908963,0.41267316388828085,388.2495427553961,0.16902535780881486
"OPTICS(min_samples=7, distance_metric=euclidean)",5.0,0.20096944549911416,0.15621381421560726,11.976670199454734,-0.3689863677293542
"KMeans(clusters=4, init=random)",7.0,0.5330285388158045,0.5259201985632512,468.81048032343887,0.20181519067949377
"OPTICS(min_samples=7, distance_metric=euclidean)",7.0,0.2901252681722273,0.2786301789344722,11.501574089706185,-0.4067935963158417
"KMeans(clusters=4, init=random)",9.0,0.6572279064860306,0.6638870739053845,502.5566391913984,0.21587145727974785
"OPTICS(min_samples=7, distance_metric=euclidean)",9.0,0.548102525310587,0.520832532871075,11.244946401828525,-0.41920227462296306
