epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run
0.1,0.11538461538461539,1.0,[0.         0.11538462 1.        ],[0. 0. 1.],0
0.1,0.4615384615384615,0.6875,[0.         0.84615385 1.        ],[0.         0.38461538 1.        ],1
0.1,0.0,0.5,[0.         0.46153846 1.        ],[0.         0.46153846 1.        ],2
0.1,0.5769230769230769,1.0,[0.         0.57692308 1.        ],[0. 0. 1.],3
0.1,0.6153846153846154,1.0,[0.         0.61538462 1.        ],[0. 0. 1.],4
0.1,0.8076923076923077,1.0,[0.         0.80769231 1.        ],[0. 0. 1.],5
0.1,0.11538461538461542,0.5483870967741936,[0.         0.65384615 1.        ],[0.         0.53846154 1.        ],6
0.1,0.0,0.5,[0.         0.34615385 1.        ],[0.         0.34615385 1.        ],7
0.1,0.6538461538461539,0.84,[0.         0.80769231 1.        ],[0.         0.15384615 1.        ],8
0.1,0.46153846153846156,0.7142857142857142,[0.         0.76923077 1.        ],[0.         0.30769231 1.        ],9
0.1,0.38461538461538464,0.6666666666666666,[0.         0.76923077 1.        ],[0.         0.38461538 1.        ],10
0.1,0.30769230769230765,0.6333333333333333,[0.         0.73076923 1.        ],[0.         0.42307692 1.        ],11
0.1,0.6153846153846154,1.0,[0.         0.61538462 1.        ],[0. 0. 1.],12
0.1,0.4615384615384615,0.7307692307692307,[0.         0.73076923 1.        ],[0.         0.26923077 1.        ],13
0.1,0.2692307692307692,1.0,[0.         0.26923077 1.        ],[0. 0. 1.],14
0.1,0.6923076923076923,1.0,[0.         0.69230769 1.        ],[0. 0. 1.],15
0.1,0.34615384615384615,0.8461538461538461,[0.         0.42307692 1.        ],[0.         0.07692308 1.        ],16
0.1,0.34615384615384615,1.0,[0.         0.34615385 1.        ],[0. 0. 1.],17
0.1,0.3076923076923077,1.0,[0.         0.30769231 1.        ],[0. 0. 1.],18
0.1,0.19230769230769232,1.0,[0.         0.19230769 1.        ],[0. 0. 1.],19
0.1,0.34615384615384615,1.0,[0.         0.34615385 1.        ],[0. 0. 1.],20
0.1,0.34615384615384615,1.0,[0.         0.34615385 1.        ],[0. 0. 1.],21
0.1,0.6153846153846154,1.0,[0.         0.61538462 1.        ],[0. 0. 1.],22
0.1,0.2692307692307693,0.64,[0.         0.61538462 1.        ],[0.         0.34615385 1.        ],23
0.1,0.38461538461538464,0.7272727272727272,[0.         0.61538462 1.        ],[0.         0.23076923 1.        ],24
0.1,0.30769230769230765,0.6428571428571429,[0.         0.69230769 1.        ],[0.         0.38461538 1.        ],25
0.1,0.38461538461538464,0.7272727272727272,[0.         0.61538462 1.        ],[0.         0.23076923 1.        ],26
0.1,0.7692307692307693,1.0,[0.         0.76923077 1.        ],[0. 0. 1.],27
0.1,0.11538461538461536,0.5789473684210525,[0.         0.42307692 1.        ],[0.         0.30769231 1.        ],28
0.1,0.6538461538461539,1.0,[0.         0.65384615 1.        ],[0. 0. 1.],29
0.1,0.3461538461538461,0.6551724137931034,[0.         0.73076923 1.        ],[0.         0.38461538 1.        ],30
0.1,0.3076923076923077,1.0,[0.         0.30769231 1.        ],[0. 0. 1.],31
0.1,0.46153846153846156,0.7727272727272727,[0.         0.65384615 1.        ],[0.         0.19230769 1.        ],32
0.1,0.15384615384615385,1.0,[0.         0.15384615 1.        ],[0. 0. 1.],33
0.1,0.5769230769230769,1.0,[0.         0.57692308 1.        ],[0. 0. 1.],34
