type,epsilon,ari,ami,ch,sc
"KMeans(clusters=2, init=random)",0.1,-0.0005462267956937436,-0.0009587013229881338,544.8942734424178,0.8951408506742682
"KMeans(clusters=2, init=random)",0.5,0.091506733100612,0.06649033687014047,549.9073878469441,0.3606816467374197
"KMeans(clusters=2, init=random)",0.7,0.12443994288419695,0.09116853962583452,598.0703230305214,0.36594197949824947
"KMeans(clusters=2, init=random)",1.0,0.1639902801016844,0.12044497668511249,727.2695455583337,0.38631142763167864
"KMeans(clusters=2, init=random)",1.5,0.30621809850908205,0.2326812974898141,857.6550709231718,0.4074424078249196
"KMeans(clusters=2, init=random)",2.0,0.401354369170898,0.31184353810797993,998.3684499238477,0.4224564342344765
"KMeans(clusters=2, init=random)",2.5,0.5234091718001932,0.41964183347474987,1094.794689692045,0.4355231886089631
"KMeans(clusters=2, init=random)",3.0,0.5918737715395551,0.4834195332226372,1251.2284769502169,0.46328614762552756
"KMeans(clusters=2, init=random)",3.5,0.5986753958422019,0.4957633790346779,1364.9412101688147,0.4764768568267493
"KMeans(clusters=2, init=random)",5.0,0.7338426681187042,0.6287231889775802,1492.5621020223607,0.4987120817907364
"KMeans(clusters=2, init=random)",7.0,0.820654111480086,0.7307104006397364,1493.8953143409392,0.5003398019780556
"KMeans(clusters=2, init=random)",9.0,0.8315748111784533,0.7390464642835303,1599.6346661233072,0.5163210122080294
